anger_train_comment,anger_train_label,anger_test_comment,anger_test_label,joy_train_label,joy_train_comment,joy_test_label,joy_test_comment,sadness_train_comment,sadness_train_label,sadness_test_comment,sadness_test_label,love_train_comment,love_train_label,love_test_comment,love_test_label
That is useful advice (call me biased if you'd like).,0,,,0,"I'm envisioning something like `hdfs dfsadmin -fetchimage <local path>' which would use the existing GetImageServlet to download the fsimage over HTTP, saving it at <local path>.",,,"Sorry, probably a misunderstanding from my side....",1,,,Thanks for the reviews everyone.,0,,
That sounds like some serious buck passing.,1,,,0,I'm kinda dissapointed.,,,"Sorry, should ask first.",1,,,"Thanks for the very clear explanation of the needed change, Dag.",1,,
"That sucks, why isn't the escape mechanism working?",1,,,0,I'm using jruby.bat from jruby 0.9 and it works fine.,,,"sorry, should have been getDataModel not getDataTable.",1,,,Thanks for updating the dependency.,0,,
That would suck.,1,,,0,applied Marnix's patch to trunk.,,,"Sorry, should have commented on this much sooner.",1,,,"Thanks for your comments, Konstantin.",1,,
That would take care of most cases.,0,,,0,"url: https://192.168.124.100/sdk/vimService, username: Administrator, password: C******",,,"Sorry, that should be
FileChannel inputChannel = input.getChannel();
FileChannel outputChannel = output.getChannel();
in the try block.",1,,,Thanks for your patience.,1,,
That'll be pretty awesome to have for 0.6.0,0,,,0,"Note, this used to work fine in 2.7, looking at ""git blame"" output it would seem the regression happened as Niels added support for 3D bboxes",,,"Sorry, that should have said fixed via HADOOP-4980, not 6980.",1,,,Thanks for your patience.,1,,
that's bad Content-Type from gSOAP.,1,,,0,patch looks good.,,,"Sorry, this should be YARN JIRA - filed YARN-350 instead",1,,,Thanks for your work on this Allen!,1,,
That's my bad.,1,,,0,+1 thanks Ivan.,,,"sorry, unassigning myself from this backport.",1,,,Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.,1,,
that's some freaky shit ...,1,,,0,"Koji Noguchi, I think this was fixed.",,,"Sorry, yes I believe this has been resolved.",1,,,thanks henry!,1,,
That's weird.,1,,,0,I don't see the issue on trunk.,,,"Sorry, you're right.",1,,,"Thanks in advance
Jens",1,,
That's weird.,1,,,0,Just realize that.,,,sorry.,1,,,"Thanks Ivan, I commit the code according to your suggestion.",0,,
That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me).,0,,,0,Thanks!,,,Sorry.,1,,,Thanks Ivan.,1,,
"That's why, I'm going to use easymock as SMSC simulator.",0,,,0,Can you show me which jira fixed this?,,,Sorry.,1,,,"Thanks Jacopo, this is in SVN rev 7808.",0,,
Thats why I think its good to keep them (of course as short and minimal as possible).,0,,,0,I should have tested with trunk before creating this jira.,,,Sorry.,1,,,Thanks Jimmy.,1,,
The 0.95 branch is dead and defunct.,0,,,0,I think I even tried with pig-0.11 to confirm the problem.,,,Sorry.,1,,,Thanks Karl.,1,,
The Async API in http client 4.x really sucks.,1,,,0,I'm sorry for the confusion.,,,sorry.,1,,,Thanks Karthik.,1,,
The Calculator sample now works with SimpleAxisServer.,0,,,0,Thanks Ittay.,,,sorry.,1,,,Thanks Kathey.,1,,
The CDE is using the base UIMA framework to get the metadata.,0,,,0,"Can you provide a little more context on this please... 

1.",,,Sorry.,1,,,Thanks Laura.,1,,
"The Cenqua licensing section doesn't have a license like this, but the Clover licensing section does have a link to one.",1,,,0,Under what runtime conditions are you seeing this.?,,,Sorry.,1,,,Thanks Oliver.,1,,
The contribution archive.,0,,,0,2,,,Sorry.,1,,,Thanks Ravi.,1,,
"The defect from hell 666, be scared..",1,,,0,Would you have a test that we can use to reproduce?,,,Sorry.,1,,,"Thanks Richard,
Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.",1,,
"The eclipse ui was completly stuck, which was similiar to the other experinces.",1,,,0,Verified.,,,Sorry.,1,,,Thanks Rishi Solanki to review the patch.,1,,
The evil NPE strik back !!,1,,,0,Thanks very much!,,,sorry....,1,,,Thanks Sandy.,1,,
The Felix framework does not support exporting/importing the default package.,0,,,0,The -branch-18 patch does not apply to Hadoop 0.18.3.,,,Sounds good Claudio.,0,,,Thanks Stepan.,1,,
The first step is of course selling us through our site.,0,,,0,"The only definitions of ""OutputStream baseStream"" are in run(), copyBlock(), and readBlock().",,,Still about 2 hours worth of work left on this.,0,,,Thanks Suresh,1,,
"The fix is only disabled on releases prior to 10.8.2, on the assumption that the fix gets into the upcoming 10.8.2 release.",0,,,0,"Raghu, am I correct here?",,,Still using a connection pool is pretty common.,0,,,Thanks Suresh.,1,,
The food is very bad.,1,,,0,Resolving the issue as the patch was applied to Airavata trunk.,,,"Still, why do we hardcode these numbers, e.g.",0,,,Thanks Thomas!,1,,
The framework is incomplete without it.,0,,,0,"I see FilteringTokenFilter has a similar first token pos incr fixup, so this problem is handled in at least one other filter.",,,"Stroooong ++++++1
I wanted to do that long time, but some tests were made me afraid.",0,,,Thanks to both for these usability enhancements !,1,,
The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded.,0,,,0,"I'll take a broader look tomorrow.
",,,"Subject.doAs tricks
Good point.",0,,,thanks to Christian Kaltepoth for provide this patch,0,,
The instructions are fine.,0,,,0,"Jacques, if you create separate issues for the erros (icluding the logs) I can take a look them.",,,Supplemental patch committed.,0,,,Thanks to Fabrizio for the patch.,1,,
The manual should provide sufficient insight into the important use cases.,0,,,0,Thanks for your vote.,,,"Switched to @GeneratedValue(strategy = GenerationType.TABLE) for all entities
rave-portal was using GenerationType.SEQUENCE (incompatible with MySQL) while rave-shindig was using GenerationType.IDENTITY (incompatible with Oracle)",0,,,Thanks Tom!,1,,
The memory stream transformation core-dump was the same case (rb_tree - erase).,0,,,0,Any other opinions about the patch?,,,sync'ed to trunk,0,,,Thanks Tom!,1,,
"The more I think about the issue, the more I find it critical.",0,,,0,+1 for the patch.,,,Test case and fix.,0,,,Thanks Tom.,1,,
"The name for all of them was thus pretty obvious, except for engine.evaluate(...) and #evaluate(...).",0,,,0,Committed to trunk.,,,Tests are meant to raise potential issues not to add variation of the issue.,0,,,Thanks Tony.,1,,
The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time).,0,,,0,Thanks Arpit!,,,Tests no longer sleep,1,,,"Thanks,",0,,
The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*.,0,,,0,I think your logic is right.,,,Thank you Babak!,0,,,"Thanks,
-Suresh",0,,
The original replica of RUR may in finalized state.,0,,,0,This is what I understand.,,,"Thank you for the patch Shawn, can you also tell us what behavior you are seeing that is wrong?",0,,,"thanks,
dims",0,,
"The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course.",0,,,0,1,,,Thank you Ole!,0,,,"thanks,
dims",0,,
"The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course.",0,,,0,FileSystemView is the user file system view so it can have canDelete() and canRead() methods ..... this is fine.,,,"Thanks
Chandan Khandelwal",0,,,"Thanks,
Hari",0,,
The reason the tests weren't failing is because i was an idiot and hadn't configured the queryResultCache properly in the test configs.,0,,,0,2,,,"Thanks Ashish,
For committing the patch.",0,,,"Thanks,
Mayank",1,,
the recommendation in the wiki is bad.,1,,,0,FileSystemView can have user object to indicate whose file system view it is representing.,,,Thanks Cyriaque.,0,,,"Thanks,
Mayank",1,,
The rest are *totally* unrelated.,1,,,0,3,,,Thanks Doug.,0,,,"thanks,
nandana",1,,
The samples you gave are different.,1,,,0,"In that case, caching will be at the FileSystemView level (not at FileObject level).",,,Thanks for looking into this Allan.,0,,,"Thanks, Adrian!",1,,
"The search result entry requests does not return the correct DN, because it use the internal representation (byte[]) instead of using the user provided value, which contains escaped values.",0,,,0,Logically this is also fine.,,,Thanks for patch v2.,0,,,"Thanks, Alexei!",1,,
The source of this problem is master and slave allowing frameworks to register with IDs already used by completed frameworks.,0,,,0,NativeFileSystemView represents the underlying OS file system view - no more no less.,,,Thanks for the patch.,0,,,"Thanks, Amar!",1,,
The squeeky wheel gets oiled!,0,,,0,Caching is a specialized function.,,,"Thanks for the reference, I'll look into it.",0,,,"Thanks, Jing!",1,,
"The state stuck at ""Allocated state"", It is a dup of 3788.",1,,,0,So if necessary we can add another FileSystemManager implementation which will support caching.,,,"Thanks for the report, and sorry its taken so long to fix it.",1,,,"Thanks, Joseph!",1,,
The thing about backwards-compatibility hacks is you tend to get stuck with them.,0,,,0,But it may not be appropriate to add this in NativeFileSystem classes.,,,Thanks for the review.,0,,,"Thanks, Mike!",1,,
The times will be grep'ed and used for inspection in Excel.,0,,,0,"So the action items:
1. canDelete(), canRead() and canWrite() will be moved to FileSystemView from FileObject.
 ",,,"Thanks for the reviews, Bikas and Aaron.",0,,,"Thanks, Oliver!",1,,
"The true
usages are found in calls to executeSubstatement now.",0,,,0,Please review and close out if appropriate.,,,Thanks Jukka for fixing this :) (sorry),1,,,"Thanks, patch applied",0,,
The verification of state over in timeout monitor before acting is another aspect?,0,,,0,This issue has been fixed by the Harmony-5834.,,,Thanks Mark for taking care of this issue!,0,,,"Thanks, Ravi!",1,,
Then the algorithm gets lost as it did not expect this discontinuity.,0,,,0,The testcase is helpful for ArrayList.,,,Thanks Mathias.,0,,,"Thanks, Tom",1,,
Then you might switch filter chains to ?,0,,,0,Thanks very much for the contribution.,,,Thanks Pat.,0,,,Thanks!,0,,
"Then, to make matters worse, since the mid-1990's I've been offering pro bono advice to non-profit foundations whose members insult me regularly and assume I'm an amateur.",1,,,0,The fixing is available in all builds after r658561.,,,"Thanks so much, sorry that this isn't in the appropriate place.",1,,,Thanks!,0,,
"There are just too many checks there, that Click is not using, and we can't just use them all (many don't make sense to Click at all) :).",0,,,0,solved in subversion repository as of r818942.,,,"Thanks Thomas, committed to 3.4.0.",0,,,Thanks!,0,,
"There is a single directory, ~apbackup/remotelybackedup, and anything symlinked to there gets backed up, as documented in the README.",0,,,0,"patch applied with slight changes
thanks for the report and thanks for the patch",,,Thanks to Mathias Werlitz - sorry for the delay.,1,,,Thanks!,0,,
"There is no RPC stuck but a lot of ""Connection reset by peer"".",0,,,0,Thanks for the patch Gustavo.,,,Thanks Willem.,0,,,Thanks!,0,,
There's a TODO which I'll take care of before merging to 4x (there are other renames too).,0,,,0,I applied to 0.95 and trunk.,,,"Thanks, Graham",0,,,Thanks.,0,,
"Therefore, it can no longer be used.",0,,,0,I thought there was already a (Hibernate specific?),,,"Thanks, Willem.",0,,,Thanks.,0,,
"They don't vote, they
whine that something (or everything) sucks.",1,,,0,"Some property which points to a ""DDL file"".",,,Thanks!,0,,,Thanks.,0,,
"Thirdly, the scenario you present in which someone copies a subset of their 3.5 schema would only error if that person ALSO chose to omit the defaultSearchField declaration -- but why would they do that?",0,,,0,"It might have meant to create a DB schema, but perhaps you can just use it to do whatever migration activity that you are looking for?
",,,Thanks.,0,,,Thanks.,0,,
This also seems pretty reproducible.,0,,,0,"Please apply the attached patch by doing the following:

1.",,,Thanks.,0,,,Thanks.,0,,
This has been the history of Lucene and the thing about the project that I admired most - heavy hands where checked at the door.,0,,,0,"Add the new file modules\java2wsdl\src\test\java\org\apache\tuscany\tools\java2wsdl\generate\ExampleService.java
2.",,,Thanks.,0,,,That one has not failed in a *very* long.,0,,
This is a pretty awful bug.,1,,,0,"Apply the changes in patch1658
3.",,,Thanks.,0,,,That sounds like a plan. I love peer-reviews... :-),1,,
"This is a really cool idea, but I don't think this is going to make it into TRUNK before the 0.4 branch gets cut.",0,,,0,"Unzip ws-void-args-return under the itest directory
4.",,,That is a bit too lax I think.,1,,,That was a pain!,0,,
"This is also true for ""ACCT"", ""MLSD"", ""OPTS"" and ""REIN""",0,,,0,"Update the pom for itest to include ws-void-args-return

This patch fixes TUSCANY-1658 and TUSCANY-1653, and add an itest to verify the fix.",,,"that it's a huge patch is exactly why I don't want to take a ""let's just commit it and clean it up later"" approach.",0,,,Thats sweet that you have the prior experience hacking this on top of a store already.,1,,
This is always a really bad way to design software.,1,,,0,It also includes a corresponding change in java2wsdl to handle the two-way void return case correctly.,,,That seems to work for me - thanks!,0,,,"The apache vhost has been setup, but still needs some work.",0,,
This is bad.,1,,,0,Applied patch.,,,"that we have an overridable method is not by accident
We want that so that we dont keep the state in the component.",0,,,The applied patch does not increase the total number of javac compiler warnings.,0,,
This is going to be a big performance hit.,0,,,0,Thanks!,,,"That's a good point; we should make sure that it doesn't decrease performance for one of the database types, even if it increases it for Oracle (in which case, making it configurable in oozie-site.xml would be a good idea too).",0,,,The applied patch does not increase the total number of release audit warnings.,0,,
"This is introduced by API performance refactoring, the intent is to generate the same response object for both listxxx api and other apis related to the same entity.",0,,,0,"+1, looks good.
",,,That's a very promising idea !,0,,,The biggest 90% data volume comes comes from less then 10% of connections.),0,,
This is not what I build a framework for.,1,,,0,"One final note, the error handling should have its own JIRA so that it is addressed one day?",,,That's why I have posted my last patch.,0,,,The build seems to have broken on 10.9 when the test was backported.,0,,
This is part of making Oak OSGi-friendly,0,,,0,"Oh, and that wiki page for the shell is slightly formatted wrong by the looks, it changes to cursive/italics and stays until the end.",,,The assert check should be made for rm1 and also for rm2.,0,,,The changes look good.,0,,
This is pretty embarassing!,1,,,0,And the .irbrc sample output has no line breaks and makes it difficult to read it.,,,"The background image is a 2000x2000 gif image with transparency, and then the bitmap is very big.",0,,,The changes to LazyBoolean.java look good.,0,,
This is pretty interesting.,0,,,0,Fix race conditions in Balancer.,,,The cause is that the call to SpecificResponder.writeError in Responder.respond ultimately calls GenericData.resolveUnion which in turn calls GenericData.getSchemaName before the line where the UnresolvedUnionException gets thrown.,1,,,The client stubs were generated with wsdl2java command of CXF distribution.,0,,
"This is pretty trivial, just adds three asserts to TestPath#testNormalize.",1,,,0,"Contributed by Junping Du (szetszwo: http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1532932)
* /hadoop/common/trunk/hadoop-hdfs-project/hadoop-hdfs/CHANGES.txt
* /hadoop/common/trunk/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/balancer/Balancer.java
",,,"The change is now that in Lucene 4.0 all Analyzers are required to reuse TokenStream instances, so the StopFilter is only produced only once in your application (when the Analyzer is created).",0,,,The comparison with 1.2.6 is not valid as we use a different setup now and ship everyting in one zip instead of a zip per project..,0,,
This is pretty trivial.,1,,,0,Applied the patch to implement Workspace.move,,,"The full list of commits is:
http://svn.apache.org/r1477236 http://svn.apache.org/r1477366
http://svn.apache.org/r1477698
http://svn.apache.org/r1477771
http://svn.apache.org/r1477784",0,,,"The curious thing is that with a c#.net client i can connect with that webservice, but not with a java generated client.",0,,
"This is to say, that we've a pretty good coverage of IDC ""keyref"" use cases.",0,,,0,We pretty much already had the interface we wanted for this (IFixedLocationResourceStream).,,,"The guy on our team that was going to do this was swamped, so I re-assigned this to you.",1,,,the current command is modeled after the export shell command.,0,,
This is where the bus gets over lapped.,0,,,0,I only needed to let MarkupResourceStream also implement it.,,,The icon may be unnecessary; maybe just onhover on the text itself?,0,,,The Dremel paper (http://sergey.melnix.com/pub/melnik_VLDB10.pdf) argues that this is an essential enabler of their wide variety of interoperable systems.,0,,
This JIRA will be closed.,0,,,0,"And then MarkupCache uses that interface to checkout what the actual file is

I dont think we will get IResourceStream implementation that are not File or URL and if we do then we fallback on the cachekey only approache.",,,The implementation and test and BreakIterator is attached.,0,,,The expected behavior would be to see the following messages on stdout.,0,,
This just seems really evil.,1,,,0,"It seems to work fine for me when i test locally, the markup is only created once per fixed location and then access through

cachekey -> locationstring -> markup

So if locationString doesn't work we get this:

cachekey -> cachekey -> markup

But i guess that is a very small percentage if there is even 1 on this planet...

should we include this into 1.3.2?",,,"The insert_between.patch fixes the following:
1.",0,,,The fix looks fine at r517575.,0,,
This lack of proper documentation on the standard Ruby API drives me mad.,0,,,0,Thanks Tatyana - the third patch was applied to BTI branch 2.0 at r552655.,,,The new patch is the whirr-168-3.patch file.,0,,,The following had serialVersionUID set for the 2.2 release.,0,,
"This looks reasonable to me... sucks we have to special case handling of "" ""...",1,,,0,Please check that the patch was applied as you expected and close the issue if everything is OK for you.,,,The on-disk version is only useful on broker startup when we populate the in-memory HW using the on disk version.,0,,,The further we depart from this the harder we make it to build systems like Dremel that multiply the utility of stored data.,0,,
This may be well known problem in i18n in typography ....,0,,,0,"Sebastian, as Sonar calls the cobertura maven plugin there is not much we can do.",,,"The only thing that the convention plugin does at request time, happens in org.apache.struts2.convention.ConventionUnknownHandler, the rest is just configuration loading on start up, you might want to put a breakpoint in handleUnknownAction, and see what is going on.",0,,,The javadoc tool did not generate any warning messages.,0,,
"This may fit for Pregel, but not for our Framework, since our communication is much more expensive.",0,,,0,"Until the patch gets applied, you might want to use Emma as coverage engine with the Sonar Emma Plugin (or Clover, but it is free only for a month)",,,"The patch in FOP-1099 fixes it, though.",0,,,The latest patch looks good to me.,0,,
"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?",0,,,0,"Hi Matt,

Encrypting the serialized component tree will not solve the problem of stale view state.",,,The patch should be licensed to ASF for inclusion in ASF works.,0,,,"the link you point to is not our official javadoc
our official javadoc is in the maven repo.",0,,
This name gets confusing with all of our prenamed *Worker* and *Master* classes.,1,,,0,The Sun JSF-RI team have implemented a fix for this issue.,,,The precommit failures are unrelated to the issue at hand.,0,,,The mvn site goal succeeds with this patch.,0,,
This patch also adds the new resource emulation framework to GridMix.,0,,,0,It will be available in 1.2_05.,,,The preliminary patch is attached.,0,,,the new patch already put the #resolveConflict after checking ensemble.,0,,
This patch takes care of the nocommits in the previous patch.,0,,,0,"See the following link for more info:

https://javaserverfaces.dev.java.net/issues/show_bug.cgi?id=612

Thanks,
Ian",,,"The problem is not that the exception text is lost completely, it does come through, just that it is wrapped in an AvroRuntimeException(""Unknown datum type: ""+datum) error.",0,,,"The only reasons for the failure I can think of were the failed network connections, the OutOfMemoryError or the 4000+ simultaneous connections together with lock timeouts.",0,,
this pretty much explains the three imports.,0,,,0,the configuration in the POM works fine with 2.4.3.,,,"The problem is that it builds awt, and that requires some dependencies.",1,,,The patch also fixes a typo in StreamHandlerTest.java.,0,,
This really sucks!,1,,,0,"Patch applied on 2.1.x, 2.2.x and trunk",,,The problem is that no exception is raised if the other side of the connection dies.,0,,,The patch appears to introduce 1 new Findbugs (version 1.3.9) warnings.,0,,
This request is unclear.,0,,,0,"Just an update:

# SOLR-1131: aka poly fields is almost ready to go.",,,The problems I was talking about are mostly fixed by [HADOOP-3575] and [HADOOP-3480].,1,,,The patch does not contain any @author tags.,0,,
This seems backward to me (but of course I'm no expert in this area).,0,,,0,Please review.,,,The reason for null pointer exception was that database context was not loaded yet during database recovery.,0,,,The patch does not contain any @author tags.,0,,
This sounds reasonable to me.,0,,,0,# SOLR-1297: sort by function query just needs review and then can be committed.,,,"The reason of such big number of ""ByteArrayOutputStream;.write"" invokes is signed ext/bcprov.jar - it's manifest is read by byte.",0,,,The patch doesn't appear to include any new or modified tests.,0,,
This sucks badly.,1,,,0,"After that, we can add in the Cartesian Tier indexing and the Cartesian Tier QParserPlugin (after a little re-write).",,,the refactoring involved (r982520).,0,,,The patch is fine.,0,,
This sucks.,1,,,0,Then we need pseudo-fields and we likely  want to hook in a per request function cache (maybe),,,The responder seemed to be a bottleneck.,1,,,The patch is horribly out-of-date.,0,,
"This was a very bad bug, introduced by me being an idiot.",1,,,0,It will need another round or two of adjusting but it is definitely looking solid.,,,"The tests ran fine on my Windows XP machine with Sun jdk1.4 The commit comments are as follows
DERBY-3302 The user was running into null pointer exception at the time of database recovery
because Derby was trying to get the Collator object through database context.",0,,,The patch looks fine .,0,,
This was my bad.,1,,,0,I have applied the patch and am running regression tests now.,,,"The token selector is used in ipc.Client, which has InetSocketAddress of the remote server.",0,,,The patch looks good and the tests pass +1.,0,,
This was very bad documented.,1,,,0,I will post my results when the tests finish.,,,The two issues mentioned by Tom has been fixed.,0,,,The patch looks good.,0,,
This way lies metadata hell.,1,,,0,"I have some comments on the new patch:

PermDescriptor

o You should remove the permUUID field from this class since it shadows the oid field in the superclass.",,,the underlying protobuf handles the null properly.,0,,,The patch passed contrib unit tests.,0,,
This whole thing is really pretty trivial.,1,,,0,"In my experience, this kind of shadowing always causes bugs in the future because it is so easy to lose track of which copy of the redundant field is being used.",,,The unit test code is for a sleep job where splits need not be different since they are empty.,0,,,The patch passed unit tests in .,0,,
"This will impact two parts :
- searchResultEntry
- all the response that contains a LdapResult and which returns a MatchedDN.",0,,,0,"So the constructor for this class should call setUUID( permUUID ) rather than stuffing the shadowing field via ""this.permUUID = permUUID"".",,,Then we defer to the system class loader.,0,,,"The patch that broke the build on 10.9, was also backported to 10.8.",0,,
"though I disagree with a signficant amount of statements you made,I don't think we would ever come to agreement anyway.",1,,,0,"o Once you do that, you can get rid of the getUUID(), setUUID(), and getObjectID() methods in this class.",,,Then we look in the other jar files in the order specified by SQLJ.ALTER_JAVA_PATH.,0,,,"The patch went in a few days ago:
http://svn.apache.org/viewvc?view=rev&revision=499521",0,,
Throw an exception?,0,,,0,o I have reservations about the second constructor for this class (the one which is used to create a key descriptor rather than a full-fledged permissions descriptor).,,,"There are a few considerations to be careful about:
1) The hostname in service could be a vip name.",0,,,"The piece of cake was bigger than my mouth...
Postponed.",0,,
"To obtain those kinds of damages, a copyright notice is required.",0,,,0,"However, I see that you are following the data dictionary patterns for the other permissions descriptors.",,,"There are some changes about ServerName in the past few weeks, so v5.patch changed this one-line
{code}
return ServerName.valueOf(hostname, 1234, 1L);
{code}",0,,,The problem is that I changed the build script to use java14compile.classpath instead of java15compile.classpath for the new test when I backported it from 10.10.,0,,
Too bad we can't use position:fixed in IE6.,1,,,0,I think you are right to follow the existing patterns.,,,there might be more hidden issues like this.,0,,,The problem is that we use this draw call to also draw the thin divider.,0,,
"Too bad we don't have the power to do that... ;-)
Here's what I think should be happening:
Internally, absolutely everything should be handled UTF-8 for consistency's sake.",0,,,0,But we should put a sticky note on our brains to remind ourselves to clean up this pattern in the future--partially initialized data is brittle.,,,There were most definitely 21 test case failures.,0,,,The shadow maven build knows...,0,,
Too late I'm away to bed and have lost concentration.,0,,,0,This is something we can revisit when we collapse all of the permissions catalogs into the master catalog which you are creating.,,,"There will probably be some additional file checks, so you'll need to patch the projects yet again.",0,,,"The source files appear to have various licenses, including GPL.",0,,
tricky shit man! I think I found the issue!,1,,,0,"Don't worry, that's another project and not part of the sequence generator work.",,,"These file describes my change:
derby1434-try2.diff (attached multiple times, should have the same content)
derby1434-try2.stat",0,,,"The spec states that an HTTP agent should avoid infinite loops,
which is not the same thing as circular redirects in my opinion.",0,,
True enough....,0,,,0,"SYSSEQUENCESRowFactory

o I think that you should flip the order of the keys in the second index.",,,They should be adjusted to the best settings based on the wiki info.,0,,,The static methods have unique-enough names that this might work well.,0,,
"Trunk for patch, pretty much.",0,,,0,"That is, the key order should be ( schemaID, sequenceName ) rather than ( sequenceName, schemaID ).",,,They will save RAM to a certain extent for certain situations.,0,,,The two machines do not share the filesystem.,0,,
"Turning off hints is basically intended as a ""oh shit, something is broken with hints, let's turn it off"" switch.",1,,,0,This will speed up the check in DataDictionaryImpl.isSchemaEmpty().,,,"This blocker/ critcal was created before July please review and resolve, we are approaching 4.2 code freeze in 7 days",0,,,The zip is already large and contains all code.,0,,
"Turns out that Ubuntu dropped 32 bit support for 'whatever' in 12.04 and now you need to run ""sudo apt-get install ia32-libs"" in order to get older executables to run.",0,,,0,"But maybe you have a use for an index with key order ( sequenceName, schemaID ) which I'm not seeing.",,,"This can require 1MB or larger buffers, so isn't always practical.",0,,,There are still some debugging prints that will go away in the final submission.,0,,
Typical POST then DOH moment.,0,,,0,"If so, then I would recommend adding a third index.",,,"this class, funny coincidence :)
What are you thoughts about QueryParser being able to know about custom Query implementations?",0,,,There have been no new ones added for 2.3.,0,,
"Ugh, well that sucks.",1,,,0,"Note that if you swap the key order, then you will need to make a corresponding change to DataDictionaryImpl.getSequenceDescriptor(String, SchemaDescriptor)


o I think that buildColumnList() should return an array of 10 column descriptors, one for each column in the table.",,,This code is generated.,0,,,There is a JIRA logged to request that 'stop' and 'terminate' be two different available actions ... see https://issues.apache.org/jira/browse/DTACLOUD-100 - also https://issues.apache.org/jira/browse/DTACLOUD-111,0,,
"umm ... call me crazy, but why are we making this public?",1,,,0,"See, for instance, the corresponding method in SYSALIASESRowFactory.",,,This half-reuse is more confusing for new devs who see this code for the first time.,1,,,There is a test udf_divider.q in the patch.,0,,
"Ummm, did you forget to annex the patch Toby?",0,,,0,"SYSROLESRowFactory

o As with SYSSEQUENCESRowFactory, I think that buildColumnList() should return a larger array, one cell for each column in the table.",,,This has been riding in 0.94 for too long.,0,,,"There is an embedded Tomcat running in the same JVM, but according to the logs, the database is not booted twice.",0,,
Under copyright law there are several potential kinds of damages one can obtain for infringement.,0,,,0,"DataDictionary

o The header comment for getPermDescriptor() does not seem to describe the method.",,,This is a silly one.,1,,,There is no change to the default behavior.,0,,
"Unfortunately, the xml parser in use is event based, in the wrong direction(push instead of pull), so the bulk of the change is flipping that around.",0,,,0,"EmptyDictionary

o I think that you can remove the stub for dropSequenceDescriptor(String, TransactionController) because you have removed this method from the DataDictionary interface.",,,"This is is my todo list still, but hasn't risen to the top.",0,,,There is something mysterious going on here.,0,,
"Unrelated, should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?",0,,,0,"DataDictionaryImpl

o The header comments on getUncachedPermDescriptor() getPermDescriptor(), and dropAllPermDescriptors() look like they were copied from pre-existing methods, so they should be revised to describe the new methods.",,,This is only a problem with exceptions from java.,1,,,Therefore we will prepare a special document with a single checkbox will shows the error.,0,,
"Unrelated, should the PBImpls be moved from yarn-api to yarn-common (They're private anyway).",0,,,0,"Thanks,
-Rick
",,,This is the bridge code minus the redundant bit.,0,,,"They are created by setting properties and are thus not ""stored in the SQL engine"".",0,,
Until there is a general mechanism Hbase should do something.,0,,,0,See previous comments for earlier commit.,,,"This is the reverse side of ARIES 399, which dealt with a deadlock in ServiceRecipe.",0,,,They cannot afford to do it frequently.,0,,
Using technical tricks like automatically appending parameters to create unique JobInstance makes alarm bell ring - we should not be trying to do clever arbitrary things in classes that form the foundation of the framework.,0,,,0,"This one fixes the end-date issue in the comment bean classes:
URL: http://svn.apache.org/viewvc?rev=782269&view=rev

And that resolves this issue in the trunk.",,,This jira is unassigned but contains a patch that needs to be reviewed for inclusion in 1.1.1.,0,,,"This behaviour is correct, as this is a test for pluto and not a generic JSR 168
test.",0,,
"volatile prevents the variables from being cached in the registers and creates a memory barrier, so that's not that surprising to see an impact on the performances.",0,,,0,"Thanks Greg!
",,,"This looks good, but I wish there was a good way to set up a test case.",0,,,This could get many trying it and getting involved.,0,,
"We are all different"" Crowd
""I'm not"" Dissenter
Monty Python's Life of Brian",0,,,0,"Hey Chris,you just moved the files right?!",,,This may only be related to the BlurIndexReader and may not be an issue in the BlurIndexNRT.,0,,,This file demonstrates the problem described in this bug.,0,,
We can borrow some design techniques etc.,0,,,0,"Vinicus patch only includes a single file (the failing junit), all Uwe need to do is to apply the patch to the moved file, is that correct?",,,This patch fixes bug for ia32.,0,,,This has been fixed by check in for CHUKWA-274.,0,,
"We described before that there are times that operators, for whatever reason, what's to restart a job with the same instance.",0,,,0,Also applies to the 4.x series,,,"This problen is there in the tests below as well
IHeaderBlockTest1
IHeaderBlockTest2
IHeaderBlockTest3
IHeaderBlockTest4
IHeaderBlockTest5
IHeaderBlockTest6
IHeaderBlockTest7
IHeaderBlockTest8
INamespaceTest1",0,,,This irritates me on a weekly basis.,0,,
We do not use a framework.,0,,,0,The behaviour still occurs in the last snapshot using both Mojarra 2.1 or MyFaces.,,,"This seems to be a larger problem that would affect all tokenfilters that break larger tokens
into smaller ones and recalculate offsets, right?",0,,,"This is also known as ""how it is stored in the SQL engine"" [JDBC].",0,,
